ID;Nome do Produto;Categoria;Marca;Preço (R$);Custo Produção (R$);Margem Lucro (%);Consumo kWh;Eficiência;Peso (kg);Região Venda;Canal Venda;Promoção;Avaliação Cliente;Garantia (meses);Data da Venda;Tipo de Cliente;Forma de Pagamento;Fornecedor
571;Máquina de Lavar modelo 644;Máquina de Lavar;Consul;1646,33;1151,28;43;230.26;C;87.26;Centro-Oeste;E-commerce;Sim;3;24;26/02/2023;Revendedor;Dinheiro;Distribuidora Epsilon
572;Fogão modelo 478;Fogão;Philco;1594,82;1063,21;50;149.97;A;43.59;Sudeste;Loja Física;Sim;4;36;23/11/2023;Consumidor Final;Dinheiro;Distribuidora Alfa
573;Micro-ondas modelo 666;Micro-ondas;Electrolux;1383,54;1056,14;31;263.29;C;64.68;Sul;Loja Física;Sim;2;36;06/05/2022;Revendedor;Boleto;Distribuidora Beta
574;Máquina de Lavar modelo 210;Máquina de Lavar;Whirlpool;2705,57;1989,39;36;262.12;C;62.03;Centro-Oeste;Loja Física;Sim;4;24;15/08/2023;Revendedor;Boleto;Fornecedor Delta
575;Ar Condicionado modelo 477;Ar Condicionado;Consul;2251,94;1801,55;25;471.17;B;42.97;Sudeste;Loja Física;Não;5;18;12/07/2023;Revendedor;Dinheiro;Distribuidora Alfa
576;Secadora modelo 613;Secadora;Whirlpool;2087,45;1799,53;16;417.12;B;70.72;Nordeste;E-commerce;Sim;5;24;01/06/2022;Revendedor;Dinheiro;Fornecedor Delta
577;Ar Condicionado modelo 815;Ar Condicionado;Whirlpool;2741,24;1890,51;45;297.82;A;36.71;Centro-Oeste;E-commerce;Sim;3;18;02/02/2023;Consumidor Final;Cartão;Distribuidora Epsilon
578;Geladeira modelo 630;Geladeira;Consul;741,92;639,59;16;185.65;A;29.12;Centro-Oeste;Loja Física;Não;2;36;31/07/2023;Consumidor Final;Cartão;Fornecedora Gamma
579;Geladeira modelo 568;Geladeira;LG;399,41;356,62;12;185.08;C;97.73;Centro-Oeste;Loja Física;Não;4;36;07/07/2022;Revendedor;Dinheiro;Distribuidora Beta
580;Máquina de Lavar modelo 130;Máquina de Lavar;Philco;549,05;419,12;31;83.94;D;8.46;Sul;Loja Física;Sim;3;24;23/10/2023;Revendedor;PIX;Distribuidora Beta
581;Secadora modelo 540;Secadora;Brastemp;1190,52;975,84;22;404.71;C;96.97;Nordeste;E-commerce;Não;2;12;04/11/2023;Consumidor Final;Cartão;Distribuidora Epsilon
582;Máquina de Lavar modelo 177;Máquina de Lavar;Consul;2167,12;1444,75;50;442.85;A;57.94;Sudeste;E-commerce;Sim;5;12;24/09/2023;Revendedor;Boleto;Distribuidora Beta
583;Ar Condicionado modelo 994;Ar Condicionado;Samsung;673,91;534,85;26;477.66;B;61.97;Norte;Loja Física;Sim;3;12;30/03/2022;Revendedor;Dinheiro;Distribuidora Epsilon
584;Micro-ondas modelo 304;Micro-ondas;Whirlpool;2325,38;1816,70;28;110.27;C;31.0;Centro-Oeste;E-commerce;Sim;1;36;21/12/2022;Consumidor Final;Boleto;Distribuidora Alfa
585;Micro-ondas modelo 201;Micro-ondas;Philco;1973,48;1731,12;14;204.61;B;14.17;Sudeste;Loja Física;Sim;1;12;06/10/2022;Revendedor;Boleto;Distribuidora Epsilon
586;Micro-ondas modelo 791;Micro-ondas;Brastemp;2430,31;1944,25;25;174.38;C;80.84;Sul;E-commerce;Sim;1;24;06/06/2023;Consumidor Final;Boleto;Fornecedora Gamma
587;Ar Condicionado modelo 764;Ar Condicionado;Electrolux;1728,46;1529,61;13;346.31;D;26.69;Norte;E-commerce;Não;2;18;11/03/2023;Revendedor;Cartão;Distribuidora Alfa
588;Fogão modelo 155;Fogão;Philco;475,09;341,79;39;371.61;A;18.69;Sul;E-commerce;Não;2;24;13/04/2022;Revendedor;Boleto;Fornecedora Gamma
589;Secadora modelo 554;Secadora;Whirlpool;1990,94;1761,89;13;407.4;D;61.5;Nordeste;E-commerce;Sim;2;12;24/06/2023;Revendedor;Cartão;Fornecedor Delta
590;Fogão modelo 304;Fogão;Philco;2571,19;1918,80;34;90.24;B;83.13;Norte;Loja Física;Sim;2;24;05/02/2023;Revendedor;PIX;Distribuidora Beta
591;Ar Condicionado modelo 675;Ar Condicionado;Consul;1271,84;1096,41;16;117.1;C;52.37;Sudeste;E-commerce;Não;4;12;29/05/2022;Consumidor Final;Dinheiro;Distribuidora Beta
592;Fogão modelo 543;Fogão;Philco;555,91;487,64;14;415.28;D;65.13;Nordeste;Loja Física;Sim;2;18;04/02/2022;Consumidor Final;Boleto;Fornecedor Delta
593;Fogão modelo 922;Fogão;Electrolux;2639,8;1808,08;46;372.91;C;28.98;Sul;Loja Física;Sim;2;36;28/06/2022;Revendedor;Cartão;Distribuidora Beta
594;Micro-ondas modelo 447;Micro-ondas;Consul;1642,38;1164,81;41;337.69;A;9.94;Centro-Oeste;E-commerce;Não;1;36;30/03/2023;Revendedor;Cartão;Fornecedor Delta
595;Geladeira modelo 240;Geladeira;Whirlpool;1202,51;932,18;29;232.09;D;68.49;Nordeste;Loja Física;Sim;3;24;15/02/2023;Consumidor Final;Cartão;Fornecedora Gamma
596;Fogão modelo 581;Fogão;Electrolux;519,31;432,76;20;467.45;D;85.56;Nordeste;E-commerce;Sim;2;18;24/06/2023;Revendedor;PIX;Fornecedor Delta
597;Máquina de Lavar modelo 100;Máquina de Lavar;Electrolux;857,45;752,15;14;249.25;A;35.44;Sul;Loja Física;Sim;2;18;09/04/2022;Revendedor;Boleto;Fornecedor Delta
598;Secadora modelo 720;Secadora;Consul;1735,1;1204,93;44;405.4;D;83.06;Centro-Oeste;Loja Física;Não;1;36;17/12/2023;Revendedor;PIX;Distribuidora Epsilon
599;Ar Condicionado modelo 374;Ar Condicionado;Brastemp;897,91;1204,93;34;279.58;A;84.78;Sul;Loja Física;Sim;5;24;27/06/2022;Consumidor Final;Cartão;Distribuidora Epsilon
600;Secadora modelo 697;Secadora;Electrolux;2102,33;1512,47;39;418.64;A;42.66;Sul;Loja Física;Sim;3;36;25/11/2022;Consumidor Final;Cartão;Distribuidora Beta
